Date,Open,High,Low,Close,Volume
2/6/2021,6.69,6.808,5.732,6.103,764218.54
2/7/2021,6.103,6.9,5.758,6.689,616638.29
2/8/2021,6.689,8.105,6.49,7.881,574707.56
2/9/2021,7.881,8.566,7.616,7.858,863891.5
2/10/2021,7.858,9.07,7.64,9.069,578521.83
2/11/2021,9.069,9.695,8.793,9.236,834063.84
2/12/2021,9.236,9.905,9.093,9.226,350351.49
2/13/2021,9.226,9.519,8.653,8.756,457473.27
2/14/2021,8.756,9.208,8.555,8.73,722328.49
2/15/2021,8.73,9.304,7.77,8.842,570407.09
2/16/2021,8.842,8.99,7.977,8.299,417433.57
2/17/2021,8.299,8.42,7.544,8.231,366103.63
2/18/2021,8.231,9.288,8.231,8.967,391615.58
2/19/2021,8.967,11.54,8.562,11.49,981582.69
2/20/2021,11.49,12.03,9.833,10,584433.99
2/21/2021,10,11.7,9.874,11.12,589611.02
2/22/2021,11.12,14.67,9.42,14.41,2204776.1
2/23/2021,14.41,15.83,11.67,15.21,2409768.35
2/24/2021,15.21,18.15,14.06,17.33,1327825.58
2/25/2021,17.33,17.74,13.79,13.8,1300050.6
2/26/2021,13.8,15.51,13.07,13.6,1041147.05
2/27/2021,13.6,14.78,13.03,13.19,568624.39
2/28/2021,13.19,13.94,11.46,13.07,1294846.97
3/1/2021,13.07,16.08,13.07,14.98,870671.54
3/2/2021,14.98,15.49,13.47,13.98,558524.77
3/3/2021,13.98,14.76,13.77,14.13,561517.14
3/4/2021,14.13,14.27,12.75,13.08,452931.62
3/5/2021,13.08,13.09,12.15,12.57,442876.3
3/6/2021,12.57,13.3,11.9,13.07,482722.34
3/7/2021,13.07,14.01,12.72,13.85,337355.9
3/8/2021,13.85,13.89,13.08,13.65,376503.25
3/9/2021,13.65,15.01,13.31,14.85,572308.7
3/10/2021,14.85,15.51,13.49,14.19,722236.38
3/11/2021,14.19,16.31,13.69,16.01,943467.96
3/12/2021,16.01,16.49,14.09,14.58,671884.43
3/13/2021,14.58,15.63,13.91,15.29,751813.27
3/14/2021,15.29,15.39,14.38,14.48,389263.09
3/15/2021,14.45,14.33,13.11,14.16,1183331.48
3/16/2021,14.16,14.29,13.23,13.64,540758.23
3/17/2021,13.64,14.93,14.02,14.22,1377046.64
3/18/2021,14.22,14.46,13.64,14.22,980687.41
3/19/2021,14.22,14.47,13.88,14.14,765715.33
3/20/2021,14.14,14.95,14.11,14.16,251538.77
3/21/2021,14.16,14.38,13.64,14.33,386272.78
3/22/2021,14.33,16.64,14.17,14.81,1251742.83
3/23/2021,14.81,15.21,14.06,14.16,701660.06
3/24/2021,14.16,15.34,13.59,13.59,569705.84
3/25/2021,13.59,13.68,12.58,13,648059.41
3/26/2021,13,14.79,12.29,14.77,697918.99
3/27/2021,14.77,16.81,14.74,16.47,1124818.37
3/28/2021,16.47,19.36,16.34,18.08,1299090.74
3/29/2021,18.08,19.01,17.67,18.92,905815.07
3/30/2021,18.92,20.86,18.9,19.1,968151.1
3/31/2021,19.1,19.81,18.06,19.42,791646.45
4/1/2021,19.42,20.76,18.77,19.04,900981.65
4/2/2021,19.04,19.81,18.55,19.77,581004.87
4/3/2021,19.77,23.8,19.74,22.44,2369795.47
4/4/2021,22.44,25.53,22.04,23.81,1419407.39
4/5/2021,23.81,24.76,22.77,22.99,1149970.78
4/6/2021,22.99,25.3,21.86,25.09,1246621.91
4/7/2021,25.09,27.56,22.97,26.54,2453668.76
4/8/2021,26.54,27.94,25.65,26.99,1255045.05
4/9/2021,26.99,28.98,26.83,27.67,942740.98
4/10/2021,27.67,28.24,25.95,26.78,1004785.46
4/11/2021,26.78,28.61,25.54,27.88,598627.16
4/12/2021,27.88,29.86,26.81,28.5,1053778.68
4/13/2021,28.5,28.72,26.39,27.48,960314.65
4/14/2021,27.48,27.58,24.7,26.41,1761317.29
4/15/2021,26.41,28.23,25.49,27.79,1051879.89
4/16/2021,27.79,28.23,24.92,25.33,1174847.23
4/17/2021,25.33,26.76,24.8,24.86,811164.23
4/18/2021,24.86,32.98,21.04,32.38,4449242.55
4/19/2021,32.38,35.99,29.98,31.58,3603042.41
4/20/2021,31.58,32.64,28.7,31.77,3506244.77
4/21/2021,31.77,35.05,30.19,32.62,2932890.59
4/22/2021,32.62,40.72,31.58,38.87,4871861.77
4/23/2021,38.87,41.15,31.46,37.21,5024183.78
4/24/2021,37.21,43.63,34.69,40.82,2503857.9
4/25/2021,40.82,48.54,40.46,47.59,2767776.2
4/26/2021,47.59,48.5,43.37,43.96,2026165.98
4/27/2021,43.96,46.59,42.58,43.26,1965346.81
4/28/2021,43.26,46.91,40.74,44.85,2259715.51
4/29/2021,44.85,46.09,40.8,42.55,2012003.39
4/30/2021,42.55,44.3,41.26,42.87,1810908.72
5/1/2021,42.87,49.89,42.04,49.58,1698768.57
5/2/2021,49.58,49.95,46.03,46.91,1109105.01
5/3/2021,46.91,49.28,44.73,46.06,1986200.26
5/4/2021,46.06,47.81,42.3,42.64,2116686.28
5/5/2021,42.64,46.41,42.32,44.98,1564779.69
5/6/2021,44.98,44.98,42.62,43.51,1333292.08
5/7/2021,43.51,46.23,41.5,43.21,1671360.8
5/8/2021,43.21,46.72,42.4,45.73,1325794.53
5/9/2021,45.73,47.15,43.01,44.35,1370324.94
5/10/2021,44.35,45.95,39.05,42.94,1796659.18
5/11/2021,42.94,45.17,39.66,44.64,1727664.46
5/12/2021,44.64,49.11,41.52,42.94,3452771.34
5/13/2021,42.94,45.44,37.45,41,3001169.46
5/14/2021,41,44.99,39.93,42.79,1144005.62
5/15/2021,42.79,45.57,39.41,43.46,1229205.14
5/16/2021,43.46,52.43,41.89,46.85,3991040.36
5/17/2021,46.85,51.91,43.18,46.65,4186321.81
5/18/2021,46.65,58.36,46.11,55.98,3375122.29
5/19/2021,55.98,57.59,29.55,34.96,8330583.33
5/20/2021,34.96,49.9,31.33,44.42,6470223.87
5/21/2021,44.42,47.73,33.65,38.91,4546336.16
5/22/2021,38.91,39.99,31.2,31.28,2782363.87
5/23/2021,31.28,32.38,19.19,24.53,9023107.03
5/24/2021,24.53,32.22,24.53,31.45,4401095.2
5/25/2021,31.45,33.19,25.99,30.08,3115883.69
5/26/2021,30.08,37.27,28.93,35.46,2946675.66
5/27/2021,35.46,35.64,31.13,33.71,2422605.7
5/28/2021,33.71,34.53,27.99,29,2392944.45
5/29/2021,29,30.06,25.73,27.39,1612794.22
5/30/2021,27.39,29.76,25.64,28.6,1183915.98
5/31/2021,28.6,33,27.52,32.78,1932934.24
6/1/2021,32.78,33.29,29.86,30.98,1470365.58
6/2/2021,30.98,34.98,30.43,33.98,1456207.79
6/3/2021,33.98,41.31,33.73,39.56,2431659.96
6/4/2021,39.56,39.69,34.26,37.42,2708196.58
6/5/2021,37.42,42.75,37.06,39.75,2655943.65
6/6/2021,39.75,43.42,38.98,42.23,1658051.62
6/7/2021,42.23,44.19,37.93,38.28,1985345.25
6/8/2021,38.28,42.8,33.6,41.26,4498051.54
6/9/2021,41.26,44.06,39.32,42.03,2405134.96
6/10/2021,42.03,43.04,39.53,41.09,1116008.11
6/11/2021,41.09,41.36,35.16,36.18,1477694.49
6/12/2021,36.18,37.62,34.24,36.48,1256201.43
6/13/2021,36.48,39.39,34.73,38.72,940217.48
6/14/2021,38.72,40.54,36.68,39.72,1103400.52
6/15/2021,39.72,41.72,39.18,39.55,1147151.19
6/16/2021,39.55,41.55,37.48,39.63,1311730.2
6/17/2021,39.63,41.21,38.22,39.22,1031647.81
6/18/2021,39.22,39.44,34.95,36.79,1030622.37
6/19/2021,36.79,37.31,34.91,35.19,661474.52
6/20/2021,35.19,35.94,31.24,35.25,1449187.07
6/21/2021,35.25,35.47,24.12,26.65,3244335.3
6/22/2021,26.65,28.78,20.24,26.98,5381171.54
6/23/2021,26.98,32.92,25.7,30.84,3249264.82
6/24/2021,30.84,32.97,28.5,31.18,1866038
6/25/2021,31.18,32.97,27.97,28.63,2175304.67
6/26/2021,28.63,30.01,26.71,29.67,1435240.28
6/27/2021,29.67,31.92,29.21,31.87,953135.29
6/28/2021,31.87,34.29,31,33,958431.21
6/29/2021,33,35.86,32.7,33.94,1224967.44
6/30/2021,33.94,35.98,31.6,35.53,1326093.36
7/1/2021,35.53,35.56,32.25,33.32,1269495.81
7/2/2021,33.32,34.09,31.41,34,1089627.84
7/3/2021,34,35.38,33.26,34.5,668440.22
7/4/2021,34.5,35.51,33.56,34.32,895870.86
7/5/2021,34.32,34.48,32.45,32.93,1168349.23
7/6/2021,32.93,35.04,32.92,34.23,1353754.79
7/7/2021,34.23,38.1,33.85,36.72,1355883.87
7/8/2021,36.72,36.95,32.69,33.14,1702731.69
7/9/2021,33.14,34.44,31.98,33.3,867011.16
7/10/2021,33.3,34.19,31.06,31.72,864822.22
7/11/2021,31.72,32.56,31.39,32.19,464786.07
7/12/2021,32.19,32.68,30.05,30.78,680194.17
7/13/2021,30.78,31.07,28.83,29.12,680800.49
7/14/2021,29.12,31.43,27.42,31.36,1174428.58
7/15/2021,31.36,31.49,27.99,28.55,1110600.24
7/16/2021,28.55,29.45,26.21,26.27,999549.01
7/17/2021,26.27,27.79,26.01,26.75,762997.38
7/18/2021,26.75,27.74,26.27,26.67,423806.17
7/19/2021,26.67,26.7,24.01,24.5,1155888.46
7/20/2021,24.5,24.98,22.12,23.46,1753645.93
7/21/2021,23.46,27.45,22.83,26.63,2398074.66
7/22/2021,26.63,28.18,25.94,27.71,2278680.45
7/23/2021,27.71,28.7,26.41,28.51,2168197
7/24/2021,28.51,29.49,28.04,28.65,1874624.23
7/25/2021,28.65,28.88,26.55,28.19,1491435.75
7/26/2021,28.19,31.09,27.89,28.22,3272152.31
7/27/2021,28.22,28.98,26.93,28.14,1686662.26
7/28/2021,28.14,28.76,27.38,27.88,1427384.06
7/29/2021,27.88,31.88,27.34,31.28,1756452.46
7/30/2021,31.28,33.07,30,32.38,2473189.37
7/31/2021,32.38,36.98,31.71,36.74,2269753.43
8/1/2021,36.74,36.81,33.27,34.2,1943016.4
8/2/2021,34.2,35.91,33.02,33.19,1655463.92
8/3/2021,33.19,35.84,32.37,34.11,2072424.22
8/4/2021,34.11,36.65,33.27,35.78,1690594.61
8/5/2021,35.78,38.24,35.51,37.37,2394914.68
8/6/2021,37.37,40.4,35.67,39.52,1914757.5
